title,content
Maya Amouzegar,https://inspirehep.net/authors/1622094?format=json
Claude Amsler,https://inspirehep.net/authors/1018472?format=json
Qi An,https://inspirehep.net/authors/1056374?format=json
Sitong An,https://inspirehep.net/authors/1692506?format=json
Charalampos Anastasiou,https://inspirehep.net/authors/1018459?format=json
Christos Anastopoulos,https://inspirehep.net/authors/1018457?format=json
Timothy R. Andeen,https://inspirehep.net/authors/1055535?format=json
John Kenneth Anders,https://inspirehep.net/authors/1280616?format=json
Jeppe Rosenkrantz Andersen,https://inspirehep.net/authors/1018442?format=json
E.Walter Anderson,https://inspirehep.net/authors/1018433?format=json
Kelby J. Anderson,https://inspirehep.net/authors/1018425?format=json
Pal Anderssen,https://inspirehep.net/authors/1018414?format=json
Joel Daniel Andersson,https://inspirehep.net/authors/1746228?format=json
Patrik Andersson,https://inspirehep.net/authors/1648047?format=json
Ramiro Mena-Andrade,https://inspirehep.net/authors/2064330?format=json
Andrea Federspiel,https://inspirehep.net/authors/1626894?format=json
Odd Andreassen,https://inspirehep.net/authors/1647483?format=json
William Andreazza,https://inspirehep.net/authors/1287277?format=json
Christopher Andrews,https://inspirehep.net/authors/1018373?format=json
Samuel Andriamonje,https://inspirehep.net/authors/1018371?format=json
Laura Andrianopoli,https://inspirehep.net/authors/1018369?format=json
David Andriot,https://inspirehep.net/authors/1056569?format=json
Oscar Andujar,https://inspirehep.net/authors/1642025?format=json
Giovanni Maria Anelli,https://inspirehep.net/authors/1018355?format=json
Carlo Angelantonj,https://inspirehep.net/authors/1018350?format=json
Massimo Angeletti,https://inspirehep.net/authors/1635164?format=json
Carlo Angelini,https://inspirehep.net/authors/1018348?format=json
Aris Angelis,https://inspirehep.net/authors/1018345?format=json
Tanya Angelova,https://inspirehep.net/authors/1784026?format=json
Bo Angerth,https://inspirehep.net/authors/1018339?format=json
Francis Anghinolfi,https://inspirehep.net/authors/1018337?format=json
Maria Elena Angoletta,https://inspirehep.net/authors/1076452?format=json
Nguyen Anh Ky,https://inspirehep.net/authors/1001378?format=json
Amina Annagrebah,https://inspirehep.net/authors/1624504?format=json
Damiano Anselmi,https://inspirehep.net/authors/1018303?format=json
Didier Anstett,https://inspirehep.net/authors/1068868?format=json
Gueorgui Antchev,https://inspirehep.net/authors/1018296?format=json
Jacques Anthonioz-Blanc,https://inspirehep.net/authors/1018295?format=json
Federico Antinori,https://inspirehep.net/authors/1018289?format=json
Sergey A. Antipov,https://inspirehep.net/authors/1246666?format=json
Alain Antoine,https://inspirehep.net/authors/1641816?format=json
Bernard Antoine,https://inspirehep.net/authors/1018285?format=json
Anna Anton-Kitzler,https://inspirehep.net/authors/1018283?format=json
Ignatios Antoniadis,https://inspirehep.net/authors/1018276?format=json
Fanouria Antoniou,https://inspirehep.net/authors/1075399?format=json
Afiq A. Anuar,https://inspirehep.net/authors/1626906?format=json
Mohamed Anwar,https://inspirehep.net/authors/1761047?format=json
Ludovica Aperio Bella,https://inspirehep.net/authors/1073975?format=json
Andrea Apollonio,https://inspirehep.net/authors/1651308?format=json
John Apostolakis,https://inspirehep.net/authors/1018226?format=json
Elena G. Aprile,https://inspirehep.net/authors/1031194?format=json
Robert J. Apsimon,https://inspirehep.net/authors/1076645?format=json
Nordin Aranzbal,https://inspirehep.net/authors/1788313?format=json
Vincent Arbet-Engels,https://inspirehep.net/authors/1018180?format=json
Alexandre Arbey,https://inspirehep.net/authors/1019953?format=json
Flavio Archilli,https://inspirehep.net/authors/1057775?format=json
Roberta Arcidiacono,https://inspirehep.net/authors/1018173?format=json
Gianluigi Arduini,https://inspirehep.net/authors/1018162?format=json
Samir Arfaoui,https://inspirehep.net/authors/1067311?format=json
Theodoros Argyropoulos,https://inspirehep.net/authors/1067310?format=json
Gregor Ariadi,https://inspirehep.net/authors/1625218?format=json
François Arleo,https://inspirehep.net/authors/1018118?format=json
Elisabetta Armanini,https://inspirehep.net/authors/2750927?format=json
Nestor Armesto,https://inspirehep.net/authors/1018115?format=json
Stephen Randolph Armstrong,https://inspirehep.net/authors/1018104?format=json
Andre Arn,https://inspirehep.net/authors/1018098?format=json
Olivier Arnaez,https://inspirehep.net/authors/1067308?format=json
Gonzalo Arnau-Izquierdo,https://inspirehep.net/authors/1076676?format=json
Claude Arnaud,https://inspirehep.net/authors/1018096?format=json
Michel Arnaud,https://inspirehep.net/authors/1637627?format=json
Luca Arnaudon,https://inspirehep.net/authors/1018091?format=json
Ilia Arnautov,https://inspirehep.net/authors/1018089?format=json
Fanny Arnold Malandain,https://inspirehep.net/authors/1076223?format=json
Bernhard Arnold,https://inspirehep.net/authors/1064493?format=json
Hannah Arnold,https://inspirehep.net/authors/1219703?format=json
Lukas On Arnold,https://inspirehep.net/authors/1597221?format=json
Pasquale Arpaia,https://inspirehep.net/authors/1518854?format=json
Jonas Arroyo Garcia,https://inspirehep.net/authors/1607492?format=json
Michel Arruat,https://inspirehep.net/authors/1018054?format=json
Sergey Arsenyev,https://inspirehep.net/authors/1653300?format=json
Kurt Artoos,https://inspirehep.net/authors/1018048?format=json
Francesco Arzarello,https://inspirehep.net/authors/1018036?format=json
David Asbury,https://inspirehep.net/authors/1018006?format=json
Paolo Aschieri,https://inspirehep.net/authors/1018002?format=json
Ruslan Asfandiyarov,https://inspirehep.net/authors/1067306?format=json
Shaun Ashby,https://inspirehep.net/authors/1017998?format=json
Stefan Ask,https://inspirehep.net/authors/1030420?format=json
Renee Askovic,https://inspirehep.net/authors/1017987?format=json
Paul Aspell,https://inspirehep.net/authors/1017974?format=json
Benjamin Assel,https://inspirehep.net/authors/1065382?format=json
Miroslav Georgiev Atanasov,https://inspirehep.net/authors/1648214?format=json
Ivan Atanassov,https://inspirehep.net/authors/1069065?format=json
Harry Atherton,https://inspirehep.net/authors/1017932?format=json
Said Atieh,https://inspirehep.net/authors/1646986?format=json
Hicham Atmani,https://inspirehep.net/authors/1616048?format=json
Maximilian Attems,https://inspirehep.net/authors/1057095?format=json
Bernhard Auchmann,https://inspirehep.net/authors/1074957?format=json
Josette Audier,https://inspirehep.net/authors/1017903?format=json
Markus Audria,https://inspirehep.net/authors/1017900?format=json
Rosemarie Audria,https://inspirehep.net/authors/1017899?format=json
Etiennette Auffray,https://inspirehep.net/authors/1017892?format=json
Francois Augendre,https://inspirehep.net/authors/1017890?format=json
Ingo Augustin,https://inspirehep.net/authors/1017887?format=json
Andre Augustinus,https://inspirehep.net/authors/1017884?format=json
Sandra Aumon,https://inspirehep.net/authors/1077067?format=json
Alexander Austregesilo,https://inspirehep.net/authors/1091304?format=json
A. Austregisilio,https://inspirehep.net/authors/1070565?format=json
Christian Autermann,https://inspirehep.net/authors/1046270?format=json
Bruno R. Autin,https://inspirehep.net/authors/1017861?format=json
Mireille Autones,https://inspirehep.net/authors/1017860?format=json
R. Auzzi,https://inspirehep.net/authors/1037430?format=json
Ignacio Aviles Santillana,https://inspirehep.net/authors/2400191?format=json
Giuseppe Avolio,https://inspirehep.net/authors/1067302?format=json
Jerome Axensalva,https://inspirehep.net/authors/1075264?format=json
Robert Aymar,https://inspirehep.net/authors/1019862?format=json
Marcel Aymon,https://inspirehep.net/authors/1017803?format=json
Aleksandr T. Azatov,https://inspirehep.net/authors/1041900?format=json
Guerino Azzoni,https://inspirehep.net/authors/1017777?format=json
Paolo Azzurri,https://inspirehep.net/authors/1017776?format=json
Ralph Wolfgang Aßmann,https://inspirehep.net/authors/1017955?format=json
Max Arjen Baak,https://inspirehep.net/authors/1041279?format=json
Marta Ewelina Babicz,https://inspirehep.net/authors/1671430?format=json
Marian Babik,https://inspirehep.net/authors/1035523?format=json
Michel Baboulaz,https://inspirehep.net/authors/1017753?format=json
Carlo Baccigalupi,https://inspirehep.net/authors/1651297?format=json
Konstantinos Bachas,https://inspirehep.net/authors/1043588?format=json
Roland Bachelard,https://inspirehep.net/authors/1017737?format=json
Joachim Bachler,https://inspirehep.net/authors/1017699?format=json
Anna-Maria Bachmann,https://inspirehep.net/authors/1678724?format=json
Michail Bachtis,https://inspirehep.net/authors/1054621?format=json
Gerard Bachy,https://inspirehep.net/authors/1017725?format=json
Nigel Baddams,https://inspirehep.net/authors/1272989?format=json
Simon D. Badger,https://inspirehep.net/authors/1040351?format=json
Klaus Badke,https://inspirehep.net/authors/1017702?format=json
Pierre Baehler,https://inspirehep.net/authors/1017698?format=json
Howard A. Baer,https://inspirehep.net/authors/1017694?format=json
Tobias Baer,https://inspirehep.net/authors/1269855?format=json
Vito Baggiolini,https://inspirehep.net/authors/1076246?format=json
Christian Baglin,https://inspirehep.net/authors/1017675?format=json
Vincent Baglin,https://inspirehep.net/authors/1017674?format=json
Julien Baglio,https://inspirehep.net/authors/1071655?format=json
Emanuele Bagnaschi,https://inspirehep.net/authors/1321308?format=json
Cristina Bahamonde Castro,https://inspirehep.net/authors/1651422?format=json
Eyoab Bahiru,https://inspirehep.net/authors/2133325?format=json
Jingzhi Bai,https://inspirehep.net/authors/1029195?format=json
Philip Baikie,https://inspirehep.net/authors/1017650?format=json
John Maxwell Bailey,https://inspirehep.net/authors/2236628?format=json
Roger Bailey,https://inspirehep.net/authors/1017640?format=json
Paul Baillon,https://inspirehep.net/authors/1017629?format=json
Simon Baird,https://inspirehep.net/authors/1017621?format=json
F.Alexander Bais,https://inspirehep.net/authors/1017620?format=json
Louis Baisin,https://inspirehep.net/authors/1017619?format=json
Hugo Bajas,https://inspirehep.net/authors/1224659?format=json
Marta Bajko,https://inspirehep.net/authors/1610987?format=json
Stephen Baker,https://inspirehep.net/authors/1017603?format=json
Dirk Bakker,https://inspirehep.net/authors/1017593?format=json
Francois Bal,https://inspirehep.net/authors/1017589?format=json
Alexios Balatsoukas-Stimming,https://inspirehep.net/authors/1653532?format=json
Justas Balcas,https://inspirehep.net/authors/1281471?format=json
Claudine Baleur,https://inspirehep.net/authors/1017539?format=json
Spasimir Zapryanov Balev,https://inspirehep.net/authors/1047980?format=json
Bruno Balhan,https://inspirehep.net/authors/1017536?format=json
Alan Ball,https://inspirehep.net/authors/1017527?format=json
Austin H. Ball,https://inspirehep.net/authors/1064446?format=json
Christiane Ball,https://inspirehep.net/authors/1017526?format=json
Derek Ball,https://inspirehep.net/authors/1017525?format=json
Richard D. Ball,https://inspirehep.net/authors/1017517?format=json
Amalia Ballarino,https://inspirehep.net/authors/1017510?format=json
Stephane L. Bally,https://inspirehep.net/authors/1064445?format=json
Fernando Baltasar Dos Santos Pedrosa,https://inspirehep.net/authors/1067295?format=json
Andreas Bamberger,https://inspirehep.net/authors/1017492?format=json
Tavis Bampton,https://inspirehep.net/authors/1883273?format=json
Dipanwita Banerjee,https://inspirehep.net/authors/1915248?format=json
Shankha Banerjee,https://inspirehep.net/authors/1277169?format=json
Sunanda Banerjee,https://inspirehep.net/authors/1017465?format=json
Raymond Bapst,https://inspirehep.net/authors/1017447?format=json
Suzanne Bapst-Deville,https://inspirehep.net/authors/1017448?format=json
Liron Barak,https://inspirehep.net/authors/1071809?format=json
Fernando Barao,https://inspirehep.net/authors/1017419?format=json
João Barata,https://inspirehep.net/authors/1939919?format=json
Carmelo Barbagallo,https://inspirehep.net/authors/2175141?format=json
Oscar Barbalat,https://inspirehep.net/authors/1017411?format=json
Maria Barberan Marin,https://inspirehep.net/authors/1648030?format=json
Elisabetta L. Barberio,https://inspirehep.net/authors/1017399?format=json
Dario Barberis,https://inspirehep.net/authors/1017398?format=json
Guido Barbiellini,https://inspirehep.net/authors/1017392?format=json
Diego Andres Barbosa Trujillo,https://inspirehep.net/authors/1787221?format=json
Lorenzo Barca,https://inspirehep.net/authors/1864351?format=json
Laetitia Bardo,https://inspirehep.net/authors/1352022?format=json
Daniele Barducci,https://inspirehep.net/authors/1272340?format=json
Gabriela A. Barenboim,https://inspirehep.net/authors/1017365?format=json
Pablo Barham Alzas,https://inspirehep.net/authors/2060216?format=json
Guy Baribaud,https://inspirehep.net/authors/1017353?format=json
Teresa Barillari,https://inspirehep.net/authors/1017351?format=json
Renaud Barillere,https://inspirehep.net/authors/1017350?format=json
Martin Barisits,https://inspirehep.net/authors/1317963?format=json
Sylvia Barlag,https://inspirehep.net/authors/1017336?format=json
Graeme Barlow,https://inspirehep.net/authors/1648229?format=json
Roger Andrew Barlow,https://inspirehep.net/authors/1641824?format=json
Lee S. Barnby,https://inspirehep.net/authors/1017327?format=json
Michael J. Barnes,https://inspirehep.net/authors/1017322?format=json
Bruce M. Barnett,https://inspirehep.net/authors/1017314?format=json
Ian Barnett,https://inspirehep.net/authors/1017313?format=json
Ingrid Barnett,https://inspirehep.net/authors/1017312?format=json
David Barney,https://inspirehep.net/authors/1017308?format=json
Sophie Baron,https://inspirehep.net/authors/1062471?format=json
Thomas Baron,https://inspirehep.net/authors/1059302?format=json
Michele Barone,https://inspirehep.net/authors/1017296?format=json
Giles David Barr,https://inspirehep.net/authors/1017288?format=json
Javier Barranco,https://inspirehep.net/authors/1075016?format=json
Diego Barrientos,https://inspirehep.net/authors/1652621?format=json
Simon Barriere,https://inspirehep.net/authors/2023200?format=json
Laurence Barrin,https://inspirehep.net/authors/1017260?format=json
Manoel Barros Marin,https://inspirehep.net/authors/1648024?format=json
Joanna Barros,https://inspirehep.net/authors/1653371?format=json
Stephane Bart Pedersen,https://inspirehep.net/authors/1647064?format=json
Paolo Bartalini,https://inspirehep.net/authors/1017240?format=json
William J. Barter,https://inspirehep.net/authors/1079058?format=json
Klaus Barth,https://inspirehep.net/authors/1283534?format=json
Monique Barth,https://inspirehep.net/authors/1017229?format=json
Rene Barthelemy,https://inspirehep.net/authors/1017227?format=json
Wolfgang Bartmann,https://inspirehep.net/authors/1076244?format=json
Sonia Bartolome Jimenez,https://inspirehep.net/authors/1642036?format=json
Roberto Bartolome,https://inspirehep.net/authors/997942?format=json
Hannes Bartosik,https://inspirehep.net/authors/1287246?format=json
Bober Bartosz,https://inspirehep.net/authors/1419025?format=json
Luca Barzè,https://inspirehep.net/authors/1259331?format=json
Tullio Basaglia,https://inspirehep.net/authors/1273800?format=json
Giuseppe Basini,https://inspirehep.net/authors/1078489?format=json
Francis Basset,https://inspirehep.net/authors/1017178?format=json
Leonardo Bassi,https://inspirehep.net/authors/1017173?format=json
Gabriel Bassompierre,https://inspirehep.net/authors/1017168?format=json
Alain Bastard,https://inspirehep.net/authors/1643346?format=json
Yan Bastian,https://inspirehep.net/authors/1647067?format=json
Christiane Bastie,https://inspirehep.net/authors/1017161?format=json
Ayse Bat,https://inspirehep.net/authors/1343036?format=json
Nikolaos Batakis,https://inspirehep.net/authors/1017157?format=json
Brian Batell,https://inspirehep.net/authors/1041682?format=json
Guillaume Batigne,https://inspirehep.net/authors/1019755?format=json
Jozef Batkiewicz,https://inspirehep.net/authors/1652586?format=json
Fabian Batsch,https://inspirehep.net/authors/1678738?format=json
Vincenzo Battista,https://inspirehep.net/authors/1341566?format=json
Michele Battistin,https://inspirehep.net/authors/1017124?format=json
Klaus Batzner,https://inspirehep.net/authors/1017117?format=json
Saruultugs Batzorig,https://inspirehep.net/authors/2801457?format=json
Jean-Claude Bau,https://inspirehep.net/authors/1017116?format=json
Jeremie Bauche,https://inspirehep.net/authors/1647257?format=json
Michel Baucher,https://inspirehep.net/authors/1017113?format=json
Cedric Baud,https://inspirehep.net/authors/1647430?format=json
Christian Baud,https://inspirehep.net/authors/1017112?format=json
Guillaume Baud,https://inspirehep.net/authors/1648636?format=json
Jean-Philippe Baud,https://inspirehep.net/authors/1017110?format=json
Richard R. Baud,https://inspirehep.net/authors/1017109?format=json
Yves Baudic,https://inspirehep.net/authors/1017107?format=json
Philippe Baudrenghien,https://inspirehep.net/authors/1017104?format=json
Michael Bauer,https://inspirehep.net/authors/1309927?format=json
Pierre Bauer,https://inspirehep.net/authors/1017096?format=json
Lothar A.T. Bauerdick,https://inspirehep.net/authors/1017092?format=json
Klaus Baulmann,https://inspirehep.net/authors/1017087?format=json
Sebastian Baum,https://inspirehep.net/authors/1361828?format=json
Ulrich J. Baur,https://inspirehep.net/authors/1017071?format=json
Harinder Singh Bawa,https://inspirehep.net/authors/1060666?format=json
Tomasz Bawej,https://inspirehep.net/authors/1375686?format=json
Olivier Bayard,https://inspirehep.net/authors/1017063?format=json
Simaolhoda Baymani,https://inspirehep.net/authors/1640205?format=json
Armando Bazzani,https://inspirehep.net/authors/1017045?format=json
Stephanie Beauceron,https://inspirehep.net/authors/1020926?format=json
Florian Beaudette,https://inspirehep.net/authors/1020627?format=json
Patrice Beaudou,https://inspirehep.net/authors/1017031?format=json
Marie-Noelle Beaumont,https://inspirehep.net/authors/1017024?format=json
Sylviane Beauquis,https://inspirehep.net/authors/1017022?format=json
Barbara Beccati,https://inspirehep.net/authors/1065569?format=json
Melanie Becker,https://inspirehep.net/authors/1016992?format=json
Ulrich Becker,https://inspirehep.net/authors/1016989?format=json
Cyrille Patrick Bedel,https://inspirehep.net/authors/1647649?format=json
James Bedford,https://inspirehep.net/authors/1049881?format=json
Mateusz Bednarek,https://inspirehep.net/authors/1067710?format=json
Chris Bee,https://inspirehep.net/authors/1016963?format=json
Gary Beetham,https://inspirehep.net/authors/1016946?format=json
Francoise Beetschen-Buttay,https://inspirehep.net/authors/1016944?format=json
Nikolai Beev,https://inspirehep.net/authors/1648893?format=json
Marina Beguin,https://inspirehep.net/authors/1512683?format=json
Ties Behnke,https://inspirehep.net/authors/1016934?format=json
Antje Behrens,https://inspirehep.net/authors/1070349?format=json
Michael Behrens,https://inspirehep.net/authors/1016925?format=json
Arnd Behring,https://inspirehep.net/authors/1278530?format=json
Joshua Beirer,https://inspirehep.net/authors/1845941?format=json
Cristóvão Beirão da Cruz e Silva,https://inspirehep.net/authors/1085486?format=json
Isabel Bejar Alonso,https://inspirehep.net/authors/1639539?format=json
Harry Beker,https://inspirehep.net/authors/1016906?format=json
Bernadette Bel,https://inspirehep.net/authors/1016905?format=json
Jean-Francois Bel,https://inspirehep.net/authors/1016904?format=json
Philippe Belanger,https://inspirehep.net/authors/2908591?format=json
Alexandre Belin,https://inspirehep.net/authors/1317594?format=json
Alan James Bell,https://inspirehep.net/authors/1065570?format=json
John Stewart Bell,https://inspirehep.net/authors/1693288?format=json
Tim Bell,https://inspirehep.net/authors/1016877?format=json
Riccardo Bellan,https://inspirehep.net/authors/1041452?format=json
Andre Bellanger,https://inspirehep.net/authors/1016870?format=json
Brando Bellazzini,https://inspirehep.net/authors/1034991?format=json
Jeroen Belleman,https://inspirehep.net/authors/1016863?format=json
Joelle Belleman,https://inspirehep.net/authors/1016862?format=json
Alain Bellerive,https://inspirehep.net/authors/1016861?format=json
Boris Bellesia,https://inspirehep.net/authors/1067709?format=json
Francesco Bellina,https://inspirehep.net/authors/1067276?format=json
Francesca Bellini,https://inspirehep.net/authors/1068864?format=json
Giulia Bellodi,https://inspirehep.net/authors/1016847?format=json
Robert Bellone,https://inspirehep.net/authors/1016845?format=json
Pavel Belochitskii,https://inspirehep.net/authors/1016837?format=json
Sergey Belov,https://inspirehep.net/authors/2027073?format=json
Olga Beltramello,https://inspirehep.net/authors/1067272?format=json
Petros Beltran,https://inspirehep.net/authors/1016820?format=json
Ricardo Beltron Mercadillo,https://inspirehep.net/authors/1646364?format=json
Carolina Belver Aguilar,https://inspirehep.net/authors/1284327?format=json
Alexander S. Belyaev,https://inspirehep.net/authors/1016817?format=json
Ivan Belyaev,https://inspirehep.net/authors/1070828?format=json
Faraah Ben Mimoun Bel Hadj,https://inspirehep.net/authors/1085485?format=json
Andrea Davide Benaglia,https://inspirehep.net/authors/1064433?format=json
Vladislav Benda,https://inspirehep.net/authors/1016783?format=json
Jerome Bendotti,https://inspirehep.net/authors/1607493?format=json
Daniele Benedetti,https://inspirehep.net/authors/1024620?format=json
Stefano Benedetti,https://inspirehep.net/authors/1651420?format=json
Elena Benedetto,https://inspirehep.net/authors/1062270?format=json
Michael Benedikt,https://inspirehep.net/authors/1016772?format=json
Martin Beneke,https://inspirehep.net/authors/1016771?format=json
Gabriele Benelli,https://inspirehep.net/authors/1016768?format=json
Robert Benetta,https://inspirehep.net/authors/1016762?format=json
Fernand Benetti,https://inspirehep.net/authors/1016761?format=json
Johan Bengtsson,https://inspirehep.net/authors/1021613?format=json
Jorge Armando Benitez Garcia,https://inspirehep.net/authors/1023996?format=json
Jose Feliciano Benitez,https://inspirehep.net/authors/1054123?format=json
Jose Benlloch,https://inspirehep.net/authors/1016747?format=json
Antoine Benoit,https://inspirehep.net/authors/1614283?format=json
Mathieu Benoit,https://inspirehep.net/authors/1070425?format=json
Philippe Benoit,https://inspirehep.net/authors/1602369?format=json
Rene-Marc Benoit,https://inspirehep.net/authors/1016730?format=json
Brigitte Benoit-Jeannin,https://inspirehep.net/authors/1016734?format=json
Sean Benson,https://inspirehep.net/authors/1096983?format=json
Joao Bento,https://inspirehep.net/authors/1016717?format=json
Stan Bentvelsen,https://inspirehep.net/authors/1016713?format=json
Luigi Benussi,https://inspirehep.net/authors/1040268?format=json
Cristoforo Benvenuti,https://inspirehep.net/authors/1016710?format=json
Valeria Berasneva,https://inspirehep.net/authors/1611741?format=json
Raphael Berberat,https://inspirehep.net/authors/1647636?format=json
Vladimir Berejnoi,https://inspirehep.net/authors/1016692?format=json
Lydia Beresford,https://inspirehep.net/authors/1266368?format=json
Michele Bergamaschi,https://inspirehep.net/authors/1652585?format=json
Gianmario Bergamin,https://inspirehep.net/authors/1800707?format=json
David Berge,https://inspirehep.net/authors/1028139?format=json
Nicolas J.P. Berger,https://inspirehep.net/authors/1016657?format=json
Tetiana Berger-Hryn'ova,https://inspirehep.net/authors/1023451?format=json
Maxime Bergeret,https://inspirehep.net/authors/1652638?format=json
Frank O. Berghaus,https://inspirehep.net/authors/1032860?format=json
Per Berglund,https://inspirehep.net/authors/1016645?format=json
Peter Berglund,https://inspirehep.net/authors/1016644?format=json
Veronica K. Berglyd Olsen,https://inspirehep.net/authors/1477950?format=json
Felix Bergsma,https://inspirehep.net/authors/1016632?format=json
Lars Bergström,https://inspirehep.net/authors/1016628?format=json
Juerg Beringer,https://inspirehep.net/authors/1016625?format=json
Aurelio Berjillos,https://inspirehep.net/authors/1651355?format=json
Daniel Berkowitz Zamora,https://inspirehep.net/authors/1670913?format=json
Dieter Berlin,https://inspirehep.net/authors/1016613?format=json
Armando Bermúdez Martínez,https://inspirehep.net/authors/2149371?format=json
